39728206,17765013
13240282,17765013
14451677,17765013
160171917,17765013
6345572,17765013
1238971100,17765013
79906250,17765013
14459351,17765013
15177704,17765013
18160154,17765013
17765013,14451677
17765013,160171917
18160154,160171917
17765013,6345572
17765013,1238971100
18160154,1238971100
39728206,79906250
17765013,79906250
15177704,79906250
18160154,79906250
13240282,46130870
6345572,46130870
1238971100,46130870
17765013,46130870
18160154,46130870
13240282,14459351
14451677,14459351
1238971100,14459351
17765013,14459351
18160154,14459351
39728206,15177704
160171917,15177704
79906250,15177704
17765013,15177704
18160154,15177704
39728206,18160154
13240282,18160154
14451677,18160154
160171917,18160154
6345572,18160154
1238971100,18160154
79906250,18160154
17765013,18160154
14459351,18160154
15177704,18160154
13240282,7773542
6345572,7773542
1238971100,7773542
79906250,7773542
17765013,7773542
18160154,7773542
160171917,39728206
79906250,39728206
17765013,39728206
18160154,39728206
17765013,13240282
14459351,13240282
18160154,13240282
17765013,101880833
17765013,12381352
14459351,12381352
13240282,36203838
17765013,36203838
13240282,29444566
14451677,29444566
6345572,29444566
1238971100,29444566
79906250,29444566
17765013,29444566
18160154,29444566
13240282,18713
6345572,18713
1238971100,18713
17765013,18713
14459351,18713
13240282,26864569
160171917,26864569
6345572,26864569
1238971100,26864569
17765013,26864569
18160154,26864569
39728206,54610272
160171917,54610272
79906250,54610272
17765013,54610272
15177704,54610272
18160154,54610272
17765013,148486651
39728206,19418890
13240282,19418890
14451677,19418890
160171917,19418890
6345572,19418890
1238971100,19418890
79906250,19418890
17765013,19418890
14459351,19418890
15177704,19418890
18160154,19418890
17765013,3031548309
15177704,3031548309
6345572,15224269
17765013,15224269
18160154,15224269
13240282,14870980
17765013,14870980
39728206,71042068
160171917,71042068
17765013,71042068
12381352,752673
17765013,752673
14459351,752673
17765013,7601752
18160154,7601752
13240282,14622451
14451677,14622451
160171917,14622451
17765013,14622451
15177704,14622451
6345572,690213
17765013,690213
6345572,109690809
17765013,109690809
13240282,22874473
160171917,22874473
1238971100,22874473
79906250,22874473
17765013,22874473
18160154,22874473
17765013,8495542
18160154,8495542
13240282,14529770
17765013,14529770
14459351,14529770
17765013,17606964
17765013,501190114
17765013,207629091
17765013,258418980
39728206,16935750
13240282,16935750
160171917,16935750
79906250,16935750
17765013,16935750
15177704,16935750
18160154,16935750
1238971100,2264250288
17765013,2264250288
18160154,2264250288
1238971100,7401782
79906250,7401782
17765013,7401782
18160154,7401782
17765013,68762452
13240282,77062104
17765013,77062104
18160154,77062104
17765013,46716039
1238971100,7534882
17765013,7534882
14451677,29976216
17765013,29976216
15177704,29976216
18160154,29976216
17765013,126226388
18160154,126226388
13240282,61135090
6345572,61135090
1238971100,61135090
17765013,61135090
14459351,61135090
15177704,61135090
13240282,30200730
14451677,30200730
79906250,30200730
17765013,30200730
14459351,30200730
18160154,30200730
13240282,15232432
6345572,15232432
1238971100,15232432
79906250,15232432
17765013,15232432
14459351,15232432
15177704,15232432
18160154,15232432
39728206,56078861
13240282,56078861
160171917,56078861
6345572,56078861
1238971100,56078861
79906250,56078861
17765013,56078861
18160154,56078861
13240282,19044984
160171917,19044984
6345572,19044984
1238971100,19044984
79906250,19044984
17765013,19044984
14459351,19044984
18160154,19044984
13240282,21493276
14451677,21493276
17765013,21493276
14459351,21493276
18160154,21493276
13240282,648533
17765013,648533
13240282,135231570
14451677,135231570
1238971100,135231570
17765013,135231570
39728206,18994558
13240282,18994558
160171917,18994558
6345572,18994558
1238971100,18994558
79906250,18994558
17765013,18994558
18160154,18994558
13240282,188404315
17765013,188404315
18160154,188404315
17765013,19891278
17765013,24268304
17765013,15016065
6345572,15948437
17765013,15948437
15177704,15948437
17765013,201130645
18160154,201130645
39728206,14302386
160171917,14302386
1238971100,14302386
79906250,14302386
17765013,14302386
18160154,14302386
17765013,14141630
18160154,14141630
39728206,52061552
13240282,52061552
14451677,52061552
160171917,52061552
6345572,52061552
79906250,52061552
17765013,52061552
14459351,52061552
15177704,52061552
18160154,52061552
160171917,11870942
79906250,11870942
17765013,11870942
18160154,11870942
39728206,788835
13240282,788835
14451677,788835
6345572,788835
1238971100,788835
79906250,788835
17765013,788835
15177704,788835
18160154,788835
1238971100,2553304388
17765013,2553304388
18160154,2553304388
17765013,8125452
18160154,8125452
6345572,14964371
17765013,14964371
17765013,140210976
160171917,22350037
17765013,22350037
13240282,410939902
1238971100,410939902
17765013,410939902
14459351,410939902
17765013,500704345
17765013,9417742
18160154,9417742
13240282,34778769
1238971100,34778769
79906250,34778769
17765013,34778769
14459351,34778769
15177704,34778769
18160154,34778769
17765013,19150497
18160154,19150497
17765013,5988062
13240282,14270033
17765013,14270033
17765013,29467976
39728206,48063062
17765013,48063062
39728206,799616
160171917,799616
1238971100,799616
79906250,799616
17765013,799616
14459351,799616
15177704,799616
18160154,799616
13240282,14368342
6345572,14368342
17765013,14368342
39728206,48783
79906250,48783
17765013,48783
15177704,48783
18160154,48783
13240282,150
1238971100,150
17765013,150
14459351,150
17765013,96762963
39728206,9889292
14451677,9889292
160171917,9889292
79906250,9889292
17765013,9889292
15177704,9889292
18160154,9889292
17765013,14748538
14451677,17196443
6345572,17196443
17765013,17196443
14459351,17196443
15177704,17196443
18160154,17196443
1238971100,5839352
17765013,5839352
18160154,5839352
13240282,3930521
14451677,3930521
6345572,3930521
79906250,3930521
17765013,3930521
13240282,41674718
160171917,41674718
17765013,41674718
17765013,13873012
17765013,51942320
17765013,36032139
17765013,14573681
14459351,14573681
1238971100,43522344
79906250,43522344
17765013,43522344
18160154,43522344
13240282,40653789
6345572,40653789
17765013,40653789
39728206,146948976
13240282,146948976
160171917,146948976
6345572,146948976
1238971100,146948976
79906250,146948976
17765013,146948976
18160154,146948976
39728206,15740484
160171917,15740484
79906250,15740484
17765013,15740484
18160154,15740484
39728206,6562002
13240282,6562002
6345572,6562002
1238971100,6562002
17765013,6562002
14459351,6562002
18160154,6562002
39728206,48823
13240282,48823
14451677,48823
160171917,48823
79906250,48823
17765013,48823
18160154,48823
39728206,6586332
13240282,6586332
14451677,6586332
160171917,6586332
6345572,6586332
79906250,6586332
17765013,6586332
18160154,6586332
17765013,32086352
39728206,19757713
13240282,19757713
14451677,19757713
160171917,19757713
6345572,19757713
1238971100,19757713
79906250,19757713
17765013,19757713
14459351,19757713
15177704,19757713
18160154,19757713
17765013,1279634682
18160154,1279634682
39728206,17863888
13240282,17863888
14451677,17863888
6345572,17863888
17765013,17863888
18160154,17863888
17765013,16979139
13240282,1941471
12381352,1941471
79906250,1941471
17765013,1941471
18160154,1941471
17765013,33453372
17765013,6604192
17765013,44093797
39728206,98145567
1238971100,98145567
79906250,98145567
17765013,98145567
18160154,98145567
160171917,474974342
1238971100,474974342
17765013,474974342
39728206,16602164
13240282,16602164
14451677,16602164
160171917,16602164
1238971100,16602164
79906250,16602164
17765013,16602164
15177704,16602164
18160154,16602164
17765013,81089820
13240282,17530305
1238971100,17530305
17765013,17530305
79906250,26724164
17765013,26724164
18160154,26724164
39728206,249073676
79906250,249073676
17765013,249073676
15177704,249073676
18160154,249073676
17765013,15402047
13240282,20013285
17765013,20013285
18160154,20013285
13240282,14253068
17765013,14253068
18160154,14253068
1238971100,181862144
79906250,181862144
17765013,181862144
1238971100,16587559
17765013,16587559
18160154,16587559
17765013,16299300
39728206,353768648
160171917,353768648
79906250,353768648
17765013,353768648
18160154,353768648
13240282,6197182
6345572,6197182
17765013,6197182
13240282,6001592
14451677,6001592
6345572,6001592
1238971100,6001592
79906250,6001592
17765013,6001592
14459351,6001592
18160154,6001592
14451677,1221300014
160171917,1221300014
17765013,1221300014
18160154,1221300014
17765013,16598810
39728206,21599649
160171917,21599649
79906250,21599649
17765013,21599649
18160154,21599649
14451677,14639927
6345572,14639927
1238971100,14639927
17765013,14639927
14459351,14639927
17765013,205343190
13240282,40545671
6345572,40545671
17765013,40545671
39728206,5047741
13240282,5047741
14451677,5047741
160171917,5047741
1238971100,5047741
79906250,5047741
17765013,5047741
14459351,5047741
15177704,5047741
18160154,5047741
17765013,20446663
17765013,47922217
39728206,26209148
160171917,26209148
1238971100,26209148
79906250,26209148
17765013,26209148
14459351,26209148
15177704,26209148
18160154,26209148
39728206,4325301
13240282,4325301
14451677,4325301
160171917,4325301
6345572,4325301
79906250,4325301
17765013,4325301
15177704,4325301
18160154,4325301
17765013,14265133
39728206,55532730
160171917,55532730
79906250,55532730
17765013,55532730
15177704,55532730
39728206,18106594
160171917,18106594
79906250,18106594
17765013,18106594
15177704,18106594
18160154,18106594
160171917,315265842
17765013,315265842
17765013,58605190
12381352,16891384
1238971100,16891384
17765013,16891384
14459351,16891384
39728206,5961382
13240282,5961382
14451677,5961382
160171917,5961382
79906250,5961382
17765013,5961382
18160154,5961382
13240282,311060340
17765013,311060340
14451677,18897186
14451677,124747621
13240282,14707949
14451677,14707949
14451677,28016036
13240282,52010763
14451677,52010763
1238971100,52010763
14451677,14239940
14451677,14183622
14451677,645143
14459351,645143
15177704,645143
18160154,645143
14451677,2272871257
14451677,13334762
1238971100,13334762
14459351,13334762
15177704,13334762
18160154,13334762
14451677,12084382
14451677,19682566
14451677,177222334
14451677,66353093
14451677,2041901
14451677,2200430353
14451677,2563225854
14451677,13094142
14451677,15753421
14451677,20138253
14451677,15931571
14451677,1418226890
14451677,680013
14451677,14581910
14451677,10232022
14451677,292380967
39728206,17271117
14451677,17271117
1238971100,17271117
14451677,487390535
14451677,80262276
14451677,51503938
14451677,14375055
14451677,89721102
14451677,16681111
14451677,20326751
18713,15232432
18713,3930521
