17765013,odersky
14451677,tackers
160171917,sky1uc
6345572,csar
1238971100,takipid
79906250,derekhenninger
46130870,richhickey
14459351,jstrachan
15177704,jroper
18160154,jboner
7773542,runarorama
39728206,bantonsson
13240282,vdichev
101880833,mehnaz_d
12381352,WardCunningham
36203838,ErikEngbrecht
29444566,milessabin
18713,al3x
26864569,dcsobral
54610272,mabrewer7
148486651,jaguarul05
19418890,jsuereth
3031548309,HaskellCEO
15224269,tedneward
14870980,mariusdanciu
71042068,ekhfre
752673,jeresig
7601752,eishay
14622451,etorreborre
690213,hellige
109690809,stephaneledorze
22874473,heathercmiller
8495542,sirthias
14529770,gafter
17606964,BartoszMilewski
501190114,Precog
207629091,rexkerr
258418980,BruceEckel
16935750,jamie_allen
2264250288,ScalaTimes
7401782,dmarsh
68762452,michelschinz
77062104,nadamin
46716039,iancjclarke
7534882,lrytz
29976216,honzam399
126226388,jaykreps
61135090,joshbloch
30200730,bvenners
15232432,deanwampler
56078861,rolandkuhn
19044984,jamesiry
21493276,n8han
648533,tylerweir
135231570,oxbow_lakes
18994558,jaguarul
188404315,coolscala
19891278,klaeufer
24268304,w7cook
15016065,hlebret
15948437,spolsky
201130645,matei_zaharia
14302386,adriaanm
14141630,daveathomas
52061552,viktorklang
11870942,sushila
788835,dickwall
2553304388,li_haoyi
8125452,ebowman
14964371,wpugh
140210976,Coderspiel
22350037,venechka
410939902,headinthebox
500704345,Pontifex
9417742,dcaoyuan
34778769,springrod
19150497,virtualvoid
5988062,TheEconomist
14270033,cquinn
29467976,cage433
48063062,ennru
799616,_JamesWard
14368342,DRMacIver
48783,dff
150,stevej
96762963,Dillenbourk
9889292,nraychaudhuri
14748538,jherber
17196443,playframework
5839352,boia01
3930521,dpp
41674718,m_st
13873012,dgriffit
51942320,suresh12345
36032139,OlucaO
14573681,douglea
43522344,den_sh
40653789,burakemir
146948976,StefanZeiger
15740484,mircodotta
6562002,debasishg
48823,havocp
6586332,djspiewak
32086352,vpatryshev
19757713,hseeberger
1279634682,typelevel
17863888,ijuma
16979139,ilyasergey
1941471,tlockney
33453372,Bertrand_Meyer
6604192,julienw
44093797,ck1130
98145567,helenaedelson
474974342,alexprokopec
16602164,typesafe
81089820,carloghezzi
17530305,javaposse
26724164,khayes4days
249073676,huntchr
15402047,yaaang
20013285,alexcruise
14253068,mfeathers
181862144,xeno_by
16587559,khrabrov
16299300,RRSchulz
353768648,huitseeker
6197182,ricky_clarkson
6001592,JorgeO
1221300014,scala_lang
16598810,fsommers
21599649,richdougherty
14639927,BrianGoetz
205343190,jonharrop
40545671,Gilad_Bracha
5047741,pk11
20446663,andrewjkennedy
47922217,itsdodid
26209148,gkossakowski
4325301,retronym
14265133,vjSaraswat
55532730,tbjerkes
18106594,iamwarry
315265842,cvogt
58605190,jeremysiek
16891384,KentBeck
5961382,rit
311060340,scalatypes
18897186,MTBracken
124747621,maxharlow
14707949,markhneedham
28016036,barenakedladies
52010763,davegurnell
14239940,wkris
14183622,pingles
645143,tirsen
2272871257,elasticmark
13334762,github
12084382,boicy
19682566,lhawthorn
177222334,GidsG
66353093,colbradley2k
2041901,stephanfowler
2200430353,Matt0Brien
2563225854,swarmize
13094142,danlucraft
15753421,maireadoconnor
20138253,Salcg
15931571,NickBown
1418226890,MBSSAYS
680013,igorclark
14581910,robertpi
10232022,mkramer
292380967,twtrdaithi
17271117,jdegoes
487390535,PhilipWadler
80262276,newsmary
51503938,MadhviPa
14375055,bmjames
89721102,uktechman
16681111,caitlinmoran
20326751,GreensladeR
138823724,guillaumebort
14697612,pigsaw
6489102,arctictony
9346302,casualjim
15907968,syl_mat
121202509,iansaleh
749693,cv
27212264,KathViner
127006698,LittleKenLu
23605736,crifmulholland
1784991,SeanClarke
14493781,mpatric
19156397,hemalkuntawala
17779075,channingwalton
13277252,davidgreco
15123574,timperrett
14497864,tonytw1
812186,dvydra
43566598,jenkinsci
14531650,martinhearn
41199313,apcj
320958345,aidangeary
19476865,GreggCarrier
148094078,jonphyde
27052339,jliszka
30737765,jonnyeight
23006699,jteigen
48445014,cantlin
62486272,indeox
7288022,adam_d_scott
7328982,kob42kob
14301286,MartinBelam
16111664,mbrit
316327455,AgitApp
664783,andystopford
192537523,gregdetre
34270918,amontalenti
14113798,anjali28
9515072,mkaz
12497,simonw
15180852,pilhofer
10224712,pcalcado
18808263,shs96c
6108292,samnewman
366656774,gallaghereditor
14599168,jsvaughan
67813,mattmcalister
53896134,silura_globosa
87395781,jameschesters
14561327,dhh
17949156,JonathanHaynes
40713876,jamesrbuk
372475592,getbootstrap
12539,revdancatt
14671904,Carrie_Smith
278108566,scalathon
57485925,TheBeatlesRB
344609155,DanielBodart
56471126,patforna
119837224,jasonbaldridge
459094607,Gshtrifork
27203725,chrismoranuk
16735725,yoted
4234581,joestump
49989604,jimparkins
19367943,rebeccaparsons
15431118,Souders
52384313,fgeorge52
13010422,JoannaUK
19534873,arusbridger
19730459,AndrewMiller100
14320109,forjared
14734811,adolganov
1976611,rtm
82243,jemimakiss
116177839,annashipman
15937974,IsabelPalmer
26975453,kaelig
19324013,rossabaker
14360971,Rellix
14724529,adamnfish
38387473,erikdoe
18520129,LizDouglass
99404976,BNL_Fans
50706020,gsingers
8609252,yrnclndymn
9594362,AndyDavies
52980288,zoonabar
6453512,yoast
26039521,chriskeetch
44911552,marysaints
35720019,paul__johnson
560458773,Sheenaluu
14770578,joewalnes
38474558,theefer
7011602,shfitz
12089792,adamamyl
14552480,lunivore
9580822,postwait
14782825,Linklad
14589270,humajehan
301423717,jillisfab
16203105,jamescreedy
257665735,kieranbass
15466820,cressie176
15026506,Bufferine
10984712,mikebroberts
14466413,LordCope
17130679,lynsey_s
28136479,mollerstrand
18273442,thecoda
14164249,tomskitomski
389027570,wpf500
91934904,meghanpgill
22037651,brianclapper
67013,JenniferSmithCo
14830884,capotribu
275506593,n0tice
36621283,Arome111
4558,harryh
2276851,DanByer
853471,stef
147912967,meropemills
1497,harper
34722763,imjsilva
14724354,nephel_
84177126,paul_haine
12772,andyhume
15971607,negiiin
162283,eed3si9n
40212366,dansabbagh
385454866,rtyley
18808047,tomsulston
292969602,IanBeetlestone
16076032,ggreenwald
15643922,jenniecohen
18520292,steppenwells
16472825,darrenhobbs
128961962,room271
143883,sogrady
14307016,kenlim
94172043,jonmdickinson
2981431,acroll
22066036,techbint
113660128,implicit_ly
16102098,PeteM
245528717,jenny_sivapalan
14118631,sf105
45413510,iankatz1000
2195130594,FastlyStatus
262431121,mschireson
818740,Piersj
51285303,fbettag
48513240,sihil
274049557,molitoreric
347297521,annabelchurch
21410563,iansrobinson
60877290,angeashworth
8131122,cyanogen
27779048,benjaminparker
84512601,elastic
46653590,openplatform
24160034,intellijidea
4994591,aslak_hellesoy
10447562,nicnewman
18847562,cagan
818777,moorej
15129265,wblau
13710982,seanparsons
178750719,sarahjwells
40646710,jimbarritt
127583,chacon
12896,charliebcatt
14115508,petren
127486461,kit__cross
5970492,andy1138
78975709,natpryce
735596978,Sherbet_Noin
15651460,tylertate
15278722,estei
182953109,blagdaross
63290811,jeffrourke
175624200,ID_AA_Carmack
27254557,ItJustBroke
19100583,indrajitr
42007556,benjammingh
127041813,sdeboey
84096911,nickphines
16665197,martinfowler
23984121,robertomango
14409295,brunns
1169382182,PCAJamie
18590606,carlideysel
10502712,grahamoregan
19909555,Josh_Gallagher
90640376,prasinous
435312466,solofs
156322801,1akarim
14960198,MikeFisher_AKF
617133,mza
71505643,AlexGraul
18093,papalozarou
564816665,PNerdy
60093,d6y
16083531,karen_loasby
10295842,velocityconf
15206954,benjilanyado
142060223,spinscale
43298910,HakanRaberg
60385618,ajdant
113138797,angus_fm
11435642,jeffjarvis
104514798,anderseri
6544052,kimchy
14671368,rrees
18290639,aj_ux
14638594,james_rodgers
42469463,flowchainsensei
17456106,msukmanowsky
7665302,olabini
19014593,dustinwhitney
77034099,CyanogenMod
322778584,timbostokes
13863482,lifeofbell
122674594,lord_winkleton
19108813,subhajitb
14200360,qedtherese
261546340,hipsterhacker
191825309,bhenerey
5959342,charlesarthur
17314806,antsullivan
19508182,minglis
40439147,lizzytea
14526430,tastapod
755470,waldo
10641322,noahcampbell
13719512,louisecwhite
1489691,emilybell
42654085,loggly
9617282,gregyoung
1198537832,coreoslinux
320268299,_JustinPinner
8145762,jabley
119420984,scalate
15685575,jezhumble
15467458,Sadache
19900957,serby
97435389,gersei
50956346,pavelfatin
14937051,patrickhamann
24350283,mrjimarnold
13196272,stochastix
60339361,builddoctor
16110539,tcordrey
80703,garethr
34369843,nosh_p
15571887,darkgreener
14931873,eliasbland
206283535,waldojaquith
14132114,mattpointblank
7174952,lookatbowen
1757021,emmasax
124519461,giantronic
111875554,ryangreenhall
17660481,abigailedge
32131750,shufgy
112434658,ZackersTackers
439249277,underscoreio
760670,paulcarvill
13521812,jimwebber
167499429,DEVOPS_BORAT
758949468,gdndevelopers
64197815,ruby_voeller
86306368,szczepiq
18812532,gdb_
83655566,patkua
81583023,grahamcbrooks
21567037,OliverJAsh
16402317,icklecat
14526378,nasrat
64734371,jr0cket
19426897,savagematt
13050812,tsmarsh
14880669,commuterjoy
15629200,stubbornella
14049192,bruntonspall
13194,janinegibson
18760339,glen_ford
170718652,propensive
5211101,daelen
115756401,jaredlives
16550758,RicRoberts
41049577,TroyHarrisOz
8050662,robb1e
471287735,GaryLineker
9213742,robey
6279162,softprops
14149499,simpsonjulian
19394186,charltonbrooker
82124619,cartwrightian
89992938,video125
21927673,stephen_abbott
79768438,ivanrmoore
14462827,philwills
447054109,lindsey_dew
16313,cuica
13378422,allspaw
268349503,gdsteam
14515998,mikemasonca
74496947,Hooliaaa
24870588,ccharlesworth
18028249,jonronson
338310113,unique_rex
14130951,kings13y
14496524,grantklopper
41588131,tompino
593088642,UADetector
15590193,wfaler
595689564,AWS_UKI
396830799,ChrisCundill
279606081,AjeyGore
6844292,TwitterEng
7311232,triblondon
16517907,cread
12393292,matwall
6705042,bengoldacre
227438195,HairyFotr
105452361,ivokendra
255211831,nremond
111539364,h3nk3
16818440,corruptmemory
132951521,hywel_evans
37239338,MattRussellUK
281695709,francoishelg
117934629,walkstherain
201669422,tailrec
21311342,extempore2
1155258356,JUGLChallenge
118185789,patriknw
14948562,stefan_verhoeff
1382893914,ScalaIO_FR
38877547,ximon18
16301755,neotyk
1647937651,pingconf
25016110,prapicault
1183041,wilw
12726422,wilfredspringer
38932740,RoemieHillenaar
12876952,elmanu
14349496,Mads_Hartmann
119147634,JedAtWork
320373620,bescala
22521914,ATK
270548301,northtechinc
298215863,sjrdoeraene
111925469,wilcokoorn
16905598,eamelink
117884044,ScalaIDE
10219792,christzolov
1078941,nocivus
5748162,will_sargent
484936561,PLT_Hulk
1947072912,HardSciFiMovies
33849754,aussieOllie
300716621,ticofab
222466279,samitbadle
10244922,pufta
920378737,thescalawags
449981823,MarkusJura
277071665,vihartvihart
226533939,dionnicolaas
167733320,ibzero
77456164,LANDEYves
118188722,SjSchilperoort
69531802,PolyJapan
101827280,wamvince
26369113,decomputed
935419405,pellucidapp
14944566,invisiblewife
150256163,fikovnik
12107362,aspra
1029331,durdn
7173002,flixz
28601180,chuacheeseng83
249187121,lwmasterson
19339223,frankvisser
766415696,drewhk
614884262,oliverpocher
24155760,Synology
176774540,cgpgrey
2343346603,Sky_Lierhaus
9850782,LotusCarroll
323356491,SClarkeWriter
2369399605,JensGrittner
1367254122,ClausKleber
1283561876,BSchweinsteiger
2180998888,CMetzelder
93711247,AndroidDev
67448095,CuriousSkeptic
83147502,ya_f
355172912,SpecSitInvestor
168987151,veritasium
16436452,nuttycom
14184390,stuarthalloway
1698443299,BeJahangeer
382267114,Android
2369031,andrewescott
13348,Scobleizer
14230524,ladygaga
595822244,larryellison
2303999868,ThomasHitz
